email_address,label,email_text
user54@example.com,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
user55@example.com,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
user56@example.com,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
user57@example.com,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
user58@example.com,ham,"Sorry, I'll call later in meeting."
user59@example.com,ham,Tell where you reached
user60@example.com,ham,Yes..gauti and sehwag out of odi series.
user61@example.com,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
user62@example.com,ham,Ha ha ha good joke. Girls are situation seekers.
user63@example.com,ham,Its a part of checking IQ
user64@example.com,ham,"Sorry my roommates took forever, it ok if I come by now?"
user65@example.com,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
user66@example.com,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
user67@example.com,ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
user68@example.com,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
user69@example.com,spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
user70@example.com,ham,I plane to give on this month end.
user71@example.com,ham,Wah lucky man... Then can save money... Hee...
user72@example.com,ham,Finished class where are you.
user73@example.com,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
user74@example.com,ham,K..k:)where are you?how did you performed?
user75@example.com,ham,U can call me now...
user76@example.com,ham,I am waiting machan. Call me once you free.
user77@example.com,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
user78@example.com,ham,I like you peoples very much:) but am very shy pa.
user79@example.com,ham,Does not operate after  &lt;#&gt;  or what
user80@example.com,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
user81@example.com,ham,"Sorry, I'll call later"
user82@example.com,ham,K. Did you call me just now ah?
user83@example.com,ham,Ok i am on the way to home hi hi
user84@example.com,ham,You will be in the place of that man
user85@example.com,ham,Yup next stop.
user86@example.com,ham,"I call you later, don't have network. If urgnt, sms me."
user87@example.com,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
user88@example.com,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
user89@example.com,ham,I'm really not up to it still tonight babe
user90@example.com,ham,"Ela kano.,il download, come wen ur free.."
user91@example.com,ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!
user92@example.com,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.
user93@example.com,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
user94@example.com,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
user95@example.com,ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
user96@example.com,spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
user97@example.com,ham,Watching telugu movie..wat abt u?
user98@example.com,ham,i see. When we finish we have loads of loans to pay
user99@example.com,ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
user100@example.com,ham,I see a cup of coffee animation
user101@example.com,ham,Please don't text me anymore. I have nothing else to say.
user102@example.com,ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
user103@example.com,ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
user104@example.com,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
user105@example.com,ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
user106@example.com,ham,Umma my life and vava umma love you lot dear
user107@example.com,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
user108@example.com,ham,"Aight, I'll hit you up when I get some cash"
user109@example.com,ham,How would my ip address test that considering my computer isn't a minecraft server
user110@example.com,ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
user111@example.com,ham,Dont worry. I guess he's busy.
user112@example.com,ham,What is the plural of the noun research?
user113@example.com,ham,Going for dinner.msg you after.
user114@example.com,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
user115@example.com,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
user116@example.com,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
user117@example.com,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
user118@example.com,spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)
user119@example.com,ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!
user120@example.com,ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
user121@example.com,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
user122@example.com,spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
user123@example.com,ham,here is my new address -apples&pairs&all that malarky
user124@example.com,spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
user125@example.com,ham,I am going to sao mu today. Will be done only at 12
user126@example.com,ham,Ü predict wat time ü'll finish buying?
user127@example.com,ham,"Good stuff, will do."
user128@example.com,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
user129@example.com,ham,Are you there in room.
user130@example.com,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
user131@example.com,ham,K..k:)how much does it cost?
user132@example.com,ham,I'm home.
user133@example.com,ham,"Dear, will call Tmorrow.pls accomodate."
user134@example.com,ham,First answer my question.
user135@example.com,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
user136@example.com,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
user137@example.com,ham,I only haf msn. It's yijue@hotmail.com
user138@example.com,ham,He is there. You call and meet him
user139@example.com,ham,No no. I will check all rooms befor activities
user140@example.com,spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
user141@example.com,ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
user142@example.com,ham,"K, text me when you're on the way"
user143@example.com,ham,"Sir, Waiting for your mail."
user144@example.com,ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
user145@example.com,ham,I know you are. Can you pls open the back?
user146@example.com,ham,Yes see ya not on the dot
user147@example.com,ham,Whats the staff name who is taking class for us?
user148@example.com,spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
user149@example.com,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
user150@example.com,ham,K..i deleted my contact that why?
user151@example.com,ham,Sindu got job in birla soft ..
user152@example.com,ham,The wine is flowing and i'm i have nevering..
user153@example.com,ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
user154@example.com,ham,Ok... Ur typical reply...
user155@example.com,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
user156@example.com,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
user157@example.com,ham,Aaooooright are you at work?
user158@example.com,ham,I'm leaving my house now...
user159@example.com,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
user160@example.com,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
user161@example.com,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
user162@example.com,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
user163@example.com,ham,New car and house for my parents.:)i have only new job in hand:)
user164@example.com,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
user165@example.com,spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
user166@example.com,spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
user167@example.com,ham,I place all ur points on e cultures module already.
user168@example.com,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
user169@example.com,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
user170@example.com,ham,Great escape. I fancy the bridge but needs her lager. See you tomo
user171@example.com,ham,Yes :)it completely in out of form:)clark also utter waste.
user172@example.com,ham,"Sir, I need AXIS BANK account no and bank address."
user173@example.com,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao..."
user174@example.com,ham,What time you coming down later?
user175@example.com,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m..."
user176@example.com,ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
user177@example.com,ham,Let me know when you've got the money so carlos can make the call
user178@example.com,ham,U still going to the mall?
user179@example.com,ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
user180@example.com,ham,Text her. If she doesnt reply let me know so i can have her log in
user181@example.com,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
user182@example.com,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
user183@example.com,ham,Lol no. U can trust me.
user184@example.com,ham,ok. I am a gentleman and will treat you with dignity and respect.
user185@example.com,ham,"He will, you guys close?"
user186@example.com,ham,Going on nothing great.bye
user187@example.com,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
user188@example.com,ham,"Haha awesome, be there in a minute"
user189@example.com,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
user190@example.com,ham,Have you got Xmas radio times. If not i will get it now
user191@example.com,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
user192@example.com,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
user193@example.com,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
user194@example.com,ham,Hi :)finally i completed the course:)
user195@example.com,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
user196@example.com,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
user197@example.com,ham,Gud mrng dear hav a nice day
user198@example.com,ham,Did u got that persons story
user199@example.com,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
user200@example.com,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
user201@example.com,ham,"Found it, ENC  &lt;#&gt; , where you at?"
user202@example.com,ham,I sent you  &lt;#&gt;  bucks
user203@example.com,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
user204@example.com,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
user205@example.com,ham,Goodmorning sleeping ga.
user206@example.com,ham,U call me alter at 11 ok.
user207@example.com,ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
user208@example.com,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
user209@example.com,ham,"Aight yo, dats straight dogg"
user210@example.com,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
user211@example.com,ham,Both :) i shoot big loads so get ready!
user212@example.com,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
user213@example.com,ham,Home so we can always chat
user214@example.com,ham,K:)k:)good:)study well.
user215@example.com,ham,Yup... How ü noe leh...
user216@example.com,ham,Sounds great! Are you home now?
user217@example.com,ham,Finally the match heading towards draw as your prediction.
user218@example.com,ham,Tired. I haven't slept well the past few nights.
user219@example.com,ham,Easy ah?sen got selected means its good..
user220@example.com,ham,I have to take exam with march 3
user221@example.com,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
user222@example.com,ham,Ok no prob. Take ur time.
user223@example.com,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
user224@example.com,ham,"Sorry, I'll call later"
user225@example.com,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
user226@example.com,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
user227@example.com,ham,Would really appreciate if you call me. Just need someone to talk to.
user228@example.com,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
user229@example.com,ham,Hey company elama po mudyadhu.
user230@example.com,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
user231@example.com,ham,Dear good morning now only i am up
user232@example.com,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
user233@example.com,ham,Dear we are going to our rubber place
user234@example.com,ham,"Sorry battery died, yeah I'm here"
user235@example.com,ham,Yes:)here tv is always available in work place..
user236@example.com,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
user237@example.com,ham,I have printed it oh. So  &lt;#&gt;  come upstairs
user238@example.com,ham,Or ill be a little closer like at the bus stop on the same street
user239@example.com,ham,Where are you?when wil you reach here?
user240@example.com,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
user241@example.com,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
user242@example.com,ham,Tomarrow final hearing on my laptop case so i cant.
user243@example.com,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
user244@example.com,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
user245@example.com,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
user246@example.com,ham,U don't remember that old commercial?
user247@example.com,ham,Too late. I said i have the website. I didn't i have or dont have the slippers
user248@example.com,ham,I asked you to call him now ok
user249@example.com,ham,Kallis wont bat in 2nd innings.
user250@example.com,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
user251@example.com,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
user252@example.com,ham,Ranjith cal drpd Deeraj and deepak 5min hold
user253@example.com,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
user254@example.com,ham,What you doing?how are you?
user255@example.com,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
user256@example.com,ham,"I'm back, lemme know when you're ready"
user257@example.com,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
user258@example.com,ham,Mmm so yummy babe ... Nice jolt to the suzy
user259@example.com,ham,Where are you lover ? I need you ...
user260@example.com,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
user261@example.com,ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?
user262@example.com,ham,Yup
user263@example.com,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
user264@example.com,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
user265@example.com,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
user266@example.com,ham,Why you Dint come with us.
user267@example.com,ham,Same. Wana plan a trip sometme then
user268@example.com,ham,"Not sure yet, still trying to get a hold of him"
user269@example.com,spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
user270@example.com,ham,The evo. I just had to download flash. Jealous?
user271@example.com,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
user272@example.com,ham,"Come to mu, we're sorting out our narcotics situation"
user273@example.com,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
user274@example.com,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
user275@example.com,ham,"Usf I guess, might as well take 1 car"
user276@example.com,ham,No objection. My bf not coming.
user277@example.com,ham,Thanx...
user278@example.com,ham,Tell rob to mack his gf in the theater
user279@example.com,ham,"Awesome, I'll see you in a bit"
user280@example.com,ham,Just sent it. So what type of food do you like?
user281@example.com,ham,All done? All handed in? Celebrations in full swing yet?
user282@example.com,ham,You got called a tool?
user283@example.com,ham,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve.."
user284@example.com,ham,Ok. I asked for money how far
user285@example.com,ham,Okie...
user286@example.com,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
user287@example.com,ham,"K, I might come by tonight then if my class lets out early"
user288@example.com,ham,Ok..
user289@example.com,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
user290@example.com,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
user291@example.com,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
user292@example.com,ham,Hey you told your name to gautham ah?
user293@example.com,ham,Haf u found him? I feel so stupid da v cam was working.
user294@example.com,ham,Oops. 4 got that bit.
user295@example.com,ham,Are you this much buzy
user296@example.com,ham,I accidentally deleted the message. Resend please.
user297@example.com,spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
user298@example.com,ham,Unless it's a situation where YOU GO GURL would be more appropriate
user299@example.com,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
user300@example.com,ham,I cant pick the phone right now. Pls send a message
user301@example.com,ham,Need a coffee run tomo?Can't believe it's that time of week already
user302@example.com,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
user303@example.com,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
user304@example.com,ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?
user305@example.com,ham,He is a womdarfull actor
user306@example.com,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
user307@example.com,ham,Yup... From what i remb... I think should be can book...
user308@example.com,ham,Jos ask if u wana meet up?
user309@example.com,ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
user310@example.com,spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
user311@example.com,ham,Where are the garage keys? They aren't on the bookshelf
user312@example.com,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
user313@example.com,spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
user314@example.com,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
